"";"be";"response";"ncomp";"rmse";"r_squared";"smpl";"model";"rmse_sd"
"240";"HEG";"cover_bare_soil_pc";3;7,85312792076278;0,460361828264691;3;"Model_0_RE";0,807975253740791
"241";"HEG";"cover_shrubs_pc";2;0,462952408859688;0,50044878746976;1;"Model_5_RECLIMALUI";0,643392310957103
"242";"HEG";"cover_shrubs_pc";1;0,469070990528834;0,469049298856491;1;"Model_4_CLIMALUI";0,651895665350675
"243";"HEG";"cover_shrubs_pc";1;0,583926501162038;0,569146282198723;3;"Model_4_CLIMALUI";0,811517153430786
"244";"HEG";"cover_shrubs_pc";3;0,506004267862707;0,446536887261186;2;"Model_5_RECLIMALUI";0,703224022651137
"245";"HEG";"cover_shrubs_pc";3;0,457287668329714;0,526333221798287;1;"Model_2_LUI";0,635519686404765
"246";"HEG";"cover_shrubs_pc";1;0,602191981418391;0,304674581123845;2;"Model_2_LUI";0,836901770354634
"247";"HEG";"cover_shrubs_pc";3;0,600713749252861;0,498439975237134;4;"Model_4_CLIMALUI";0,834847383789384
"248";"HEG";"cover_shrubs_pc";2;0,647641008841996;0,43740245095682;4;"Model_2_LUI";0,90006496861264
"249";"HEG";"cover_shrubs_pc";1;0,537687141548854;0,493621532409492;5;"Model_2_LUI";0,747255583840983
"250";"HEG";"cover_shrubs_pc";2;0,462952408859688;0,50044878746976;1;"Model_3_RELUI";0,643392310957103
"251";"HEG";"cover_shrubs_pc";1;0,607466199313914;0,596365420135115;3;"Model_2_LUI";0,844231662532213
"252";"HEG";"cover_shrubs_pc";2;0,570073650528065;0,45722886998844;3;"Model_3_RELUI";0,792265028564022
"253";"HEG";"cover_shrubs_pc";2;0,604801929937605;0,504867264578397;4;"Model_3_RELUI";0,8405289699914
"254";"HEG";"cover_shrubs_pc";1;0,583812437034871;0,423368551273525;2;"Model_4_CLIMALUI";0,811358631775058
"255";"HEG";"cover_shrubs_pc";2;0,488334788736162;0,368771337390831;1;"Model_1_RE";0,678667703705444
"256";"HEG";"cover_shrubs_pc";1;0,54972163756138;0,401941086584696;2;"Model_1_RE";0,763980633873179
"257";"HEG";"cover_shrubs_pc";1;0,658588890742671;0,300263827883374;3;"Model_1_RE";0,915279886823154
"258";"HEG";"cover_shrubs_pc";2;0,650783617905455;0,308974120692664;4;"Model_1_RE";0,904432438074035
"259";"HEG";"cover_shrubs_pc";2;0,567913179047453;0,450783035442078;3;"Model_5_RECLIMALUI";0,789262493720123
"260";"HEG";"cover_shrubs_pc";3;0,575645619877566;0,400472004943577;4;"Model_5_RECLIMALUI";0,800008723526508
"261";"HEG";"cover_shrubs_pc";2;0,477228004476018;0,491134737315308;5;"Model_5_RECLIMALUI";0,663231949499006
"262";"HEG";"cover_shrubs_pc";2;0,544411818354809;0,48401565353752;2;"Model_0_RE";0,756601264450531
"263";"HEG";"cover_shrubs_pc";1;0,655711284351554;0,459092650312238;3;"Model_0_RE";0,911280707230232
"264";"HEG";"cover_shrubs_pc";2;0,513043630450921;0,323568944487817;2;"Model_3_RELUI";0,713007040681979
"265";"HEG";"cover_shrubs_pc";1;0,44991874348497;0,483102425206144;1;"Model_0_RE";0,625278656237525
"266";"HEG";"cover_shrubs_pc";2;0,499574164991771;0,258724180132435;5;"Model_4_CLIMALUI";0,694287728840693
"267";"HEG";"cover_shrubs_pc";2;0,610840641220457;0,347345812256334;4;"Model_0_RE";0,848921323790891
"268";"HEG";"cover_shrubs_pc";2;0,526487047871506;0,227746748739342;5;"Model_0_RE";0,731690152025316
"269";"HEG";"cover_shrubs_pc";3;0,521578698552624;0,540294203589204;5;"Model_1_RE";0,724868729021946
"270";"HEG";"cover_shrubs_pc";3;0,486436506287718;0,474346508081121;5;"Model_3_RELUI";0,676029548448055
"271";"HEG";"EVENESS";1;0,0864824269324883;0,389975106027341;1;"Model_2_LUI";0,986068470635913
"272";"HEG";"EVENESS";3;0,0777341420782238;0,33240889142849;1;"Model_4_CLIMALUI";0,886320947666119
"273";"HEG";"EVENESS";3;0,0793770045230242;0,433620770494694;1;"Model_5_RECLIMALUI";0,905052786212627
"274";"HEG";"EVENESS";3;0,0685250718660317;0,416530856194663;2;"Model_5_RECLIMALUI";0,781319572216701
"275";"HEG";"EVENESS";3;0,0769568362197666;0,466680640024998;1;"Model_1_RE";0,877458143669377
"276";"HEG";"EVENESS";2;0,0760940049754961;0,306857150640635;5;"Model_5_RECLIMALUI";0,86762018333879
"277";"HEG";"EVENESS";1;0,0859641645303631;0,472311959024193;4;"Model_2_LUI";0,980159267663954
"278";"HEG";"EVENESS";2;0,0750095839681862;0,400498013174268;3;"Model_5_RECLIMALUI";0,855255667192195
"279";"HEG";"EVENESS";3;0,072769393825873;0,575032587315948;4;"Model_5_RECLIMALUI";0,829713126980079
"280";"HEG";"EVENESS";2;0,0800224439320418;0,435876189903499;1;"Model_0_RE";0,912412055297836
"281";"HEG";"EVENESS";2;0,0750860584338912;0,372315394777587;2;"Model_0_RE";0,856127625370465
"282";"HEG";"EVENESS";2;0,0756126360940869;0,363817808262195;3;"Model_0_RE";0,862131638514841
"283";"HEG";"EVENESS";3;0,0690338740899987;0,527026225881934;2;"Model_4_CLIMALUI";0,787120910692493
"284";"HEG";"EVENESS";1;0,0776651715276101;0,432161414232365;3;"Model_4_CLIMALUI";0,885534548766656
"285";"HEG";"EVENESS";1;0,0761928573268686;0,344918465663916;4;"Model_4_CLIMALUI";0,868747293092691
"286";"HEG";"EVENESS";2;0,0795174654663948;0,448333659848188;5;"Model_4_CLIMALUI";0,906654315130423
"287";"HEG";"EVENESS";3;0,0794649010191633;0,380119762709771;4;"Model_1_RE";0,906054977832316
"288";"HEG";"EVENESS";1;0,0774203015247856;0,468424288131634;2;"Model_2_LUI";0,882742552776786
